馃嚚馃嚦鈥㈡璧�,#genre#
婢抽棬缁艰壓,http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8
婢抽棬缁艰壓,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8
婢抽棬缁艰壓,http://61.244.22.4/ch6/_definst_/hd_ch6.live/playlist.m3u8
婢抽棬浣撹偛,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8
婢抽棬浣撹偛,http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8
婢抽棬浣撹偛,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
婢抽棬浣撹偛,http://61.244.22.4/ch4/sport_ch4.live/master.m3u8
鏃犵嚎鏂伴椈鍙版腐鐗�,http://prd-vcache.edge-global.akamai.tvb.com/__cl/slocalr2526/__c/ott_C_h264/__op/bks/__f/index.m3u8?hdnea=ip=0.0.0.0~st=1663032741~exp=1663119141~acl=/__cl/slocalr2526/__c/ott_C_h264/__op/bks/__f/*~hmac=36bd7c55af07abd967a5884301ba50f7598a5298bb5d5dda46377357534e3bd8&p=3969
鏃犵嚎鏂伴椈鍙版捣澶栫増,http://prd-vcache.edge-global.akamai.tvb.com/__cl/slocalr2526/__c/ott_I-NEWS_h264/__op/bks/__f/index.m3u8?hdnea=ip=0.0.0.0~st=1663033346~exp=1663119746~acl=/__cl/slocalr2526/__c/ott_I-NEWS_h264/__op/bks/__f/*~hmac=93983cc203d17b7fdf0866d945850d845a67b297729336141f85930e786df984&p=4040
鏃犵嚎璐㈢粡鍙版腐鐗�,http://prd-vcache.edge-global.akamai.tvb.com/__cl/slocalr2526/__c/ott_A_h264/__op/bks/__f/index.m3u8?hdnea=ip=0.0.0.0~st=1663034525~exp=1663120925~acl=/__cl/slocalr2526/__c/ott_A_h264/__op/bks/__f/*~hmac=cfc03639ce23c49facdbe2fa4340d84706ad3f76544553d58e316f0a2f7891ec&p=3969
鏃犵嚎璐㈢粡鍙版捣澶栫増,http://prd-vcache.edge-global.akamai.tvb.com/__cl/slocalr2526/__c/ott_I-FINA_h264/__op/bks/__f/index.m3u8?hdnea=ip=0.0.0.0~st=1663034635~exp=1663121035~acl=/__cl/slocalr2526/__c/ott_I-FINA_h264/__op/bks/__f/*~hmac=476a782648f8c6c3bc85eae0eb5516690da188d457af48f44d9cccba3698accc&p=4040
TVBS,http://173.211.42.73:8278/tvbs/playlist.m3u8?tid=MCAC6901345769013457&ct=19237&tsum=0280036cc04ba19ae41f86db72b83b2c
涓ぉ鏂伴椈,http://173.211.42.73:8278/ctinews/playlist.m3u8?tid=MF5F4060926640609266&ct=19237&tsum=4ea19b019ee13898b179359fb93fc53f
涓鏂伴椈,http://173.211.42.73:8278/zhongshinews_twn/playlist.m3u8?tid=MA1A6580642765806427&ct=19237&tsum=59acf2ede586f26d66765d911a2ba9c0
鍑ゅ嚢棣欐腐,http://173.211.42.73:8278/hkphoenix_twn/playlist.m3u8?tid=MCEC5533442155334421&ct=19237&tsum=d7b31be640bf0f3bdc9b577c70065a06
缈＄繝鍙�,http://173.211.42.73:8278/jade_twn/playlist.m3u8?tid=MFAF3621176136211761&ct=19237&tsum=d11caa3f055194051ba8b93c6575dbd1
鏃犵嚎鏂伴椈鍙�,http://173.211.42.73:8278/inews_twn/playlist.m3u8?tid=MF0F5425225154252251&ct=19237&tsum=b62246f95bb1178276113e0582ac1173
J2,http://173.211.42.73:8278/j2_twn/playlist.m3u8?tid=ME0E4382171043821710&ct=19237&tsum=6f10351124a4eb90780b2f84b2c4d349
RTHK31,http://173.211.42.73:8278/rhk31_twn/playlist.m3u8?tid=MBFB6508588865085888&ct=19237&tsum=09e192db535f9d7e484d42bab663510c
RTHK32,http://173.211.42.73:8278/rhk32_twn/playlist.m3u8?tid=MD9D3680764436807644&ct=19234&tsum=6c3d17c15f8d4a4a0537ef1cb7c1cc45
ViuTV,http://173.211.42.73:8278/9ae6d37d9a/playlist.m3u8?tid=MA4A8144846981448469&ct=19237&tsum=c5d5c1e69521c7b32c9df9c7b7d2b418
VIUTV6,http://173.211.42.73:8278/viusix_twn/playlist.m3u8?tid=MD7D9950629799506297&ct=19234&tsum=83ba3013be3e325b775bcd348b38eab1
澶╂槧闋婚亾,http://173.211.42.73:8278/Celestial/playlist.m3u8?tid=MB0B9965728799657287&ct=19234&tsum=58be4ca2b0bc94038a6bc33b46fcf71f
婢抽棬鑾茶姳,http://120.84.96.53:808/hls/24/index.m3u8
缈＄繝鍙�,http://120.84.96.53:808/hls/25/index.m3u8
鍑ゅ嚢璧勮,http://120.84.96.53:808/hls/28/index.m3u8
鏄庣彔鍙�,http://120.84.96.53:808/hls/26/index.m3u8
鍑ゅ嚢涓枃,http://120.84.96.53:808/hls/29/index.m3u8
涓滄．鐢靛奖,http://120.84.96.53:808/hls/32/index.m3u8
榫欑ゥ鏃朵唬,http://120.84.96.53:808/hls/35/index.m3u8
鏄熺┖鍗,http://120.84.96.53:808/hls/79/index.m3u8
鍑ゅ嚢棣欐腐,http://120.84.96.53:808/hls/81/index.m3u8
CCM,http://120.84.96.53:808/hls/85/index.m3u8
鏃犵嚎璐㈢粡,http://120.84.96.53:808/hls/86/index.m3u8
棣欐腐寮€鐢佃,https://cdn.hklive.tv/xxxx/77/index.m3u8
鏃犵嚎鏂伴椈鍙�,https://cdn.hklive.tv/xxxx/83/index.m3u8
缈＄繝鍙�,http://218.16.100.210:8880/hls/61/index.m3u8
缈＄繝鍙�1,https://cdn.hklive.tv/xxxx/81/index.m3u8
J2,https://cdn.hklive.tv/xxxx/82/index.m3u8
ViuTV,https://cdn.hklive.tv/xxxx/99/index.m3u8
鏃犵嚎璐㈢粡璧勮鍙�,https://cdn.hklive.tv/xxxx/85/index.m3u8
棣欐腐鍥介檯璐㈢粡鍙�,https://cdn.hklive.tv/xxxx/76/index.m3u8
鏄庣彔鍙�,https://cdn.hklive.tv/xxxx/84/index.m3u8
ViuTV6,https://cdn.hklive.tv/xxxx/96/index.m3u8
CH78,https://cdn.hklive.tv/xxxx/78/index.m3u8
RHK31,https://cdn.hklive.tv/xxxx/31/index.m3u8
RHK32,https://cdn.hklive.tv/xxxx/32/index.m3u8
RHK33,https://cdn.hklive.tv/xxxx/33/index.m3u8
RHK34,https://cdn.hklive.tv/xxxx/34/index.m3u8
TVBS鏂伴椈鍙�,http://173.211.42.73:8278/tvbs_n/playlist.m3u8?tid=MB6B3640782836407828&ct=19234&tsum=315ac9a0876bc361c6715ac6d5a96777
涓ぉ鏂伴椈,http://173.211.42.73:8278/ctinews/playlist.m3u8?tid=MA4A1988185419881854&ct=19234&tsum=c813889a5aa08307ed2da85640a5280b
涓鏂伴椈,http://173.211.42.73:8278/zhongshinews_twn/playlist.m3u8?tid=MECE2153391221533912&ct=19234&tsum=fe5df13ec0ca4298acf881a53128f2cd
涓滄．鏂伴椈,http://173.211.42.73:8278/ettvnews/playlist.m3u8?tid=MD8D8672451386724513&ct=19234&tsum=d08fdb1dd5078503ffd859a065bc9290
涓滄．璐㈢粡鏂伴椈,http://173.211.42.73:8278/ettvcaijing_twn/playlist.m3u8?tid=MEFE2625686426256864&ct=19234&tsum=c294dfaad2db8dd9c4cf483c6888b31b
姘戣鏂伴椈鍙�,http://173.211.42.73:8278/ftvnew_taiwan/playlist.m3u8?tid=MF1F9892989898929898&ct=19234&tsum=454a768519608690638d11c0258cdcbe
骞翠唬鏂伴椈,http://173.211.42.73:8278/niandainews_twn/playlist.m3u8?tid=ME7E9182640991826409&ct=19234&tsum=4bc66c7c1f629232c2c2ce6aa7d024a5
鍙拌鏂伴椈,http://173.211.42.73:8278/ttvnews_twn/playlist.m3u8?tid=MBBB6637589866375898&ct=19234&tsum=d2c641a325bf02e0b68c4f245e0165b0
闈炲嚒鏂伴椈,http://173.211.42.73:8278/feifannews_twn/playlist.m3u8?tid=MACA3363565933635659&ct=19234&tsum=ec8caeb654e3121f9bb3ed39b1759999
涓ぉ浜氭床鍙�,http://173.211.42.73:8278/ctiasia_twn/playlist.m3u8?tid=MBDB2043146120431461&ct=19234&tsum=ba6deb1dd785ef48ec39eda87a905fb6
涓夌珛鍙版咕,http://173.211.42.73:8278/sanlitaiwan/playlist.m3u8?tid=ME7E5710318957103189&ct=19234&tsum=27cd334ffa44397f8721364a0047734a
HKC鏂伴椈,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ktDLel3Ktwq9Rak_osB-LXQ
鏃犵嚎鏂伴椈,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8klaALHIb0ST8yJVtHQhscLM
NOW鏂伴椈,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kjY43bRS4Gscleu3NaooMHA
缈＄繝鍙�,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kg-mRL1IlbS60wGKgPRnXpw
Viutv,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kvMHGQdUacwfa-Y5lPxa5Os
HKC鐩存挱,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kqIonNZ9A0I4_2OEXrAoMPw
娓彴鐢佃31,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8knUOoVMZCgj-dDpZHIj-dbI
娓彴鐢佃32,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kinMGcuIVWMSWjbDuvthn0E
J2,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kuRjq8inV5EpsdPRKAitAmA
HKC璐㈢粡鍙�,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8krXbeGb_StF4VwqODnQ_YBI
HKC璐㈢粡,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ksPihKbd3Zkv6h2wjITNpFo
鏃犵嚎璐㈢粡,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kiGg09F8WLkplFWDRvUUvFY
Now璐㈢粡鍙�,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kijYD2uyA6yCnJ0RFH7xN_4
TVB濞变箰鏂伴椈鍙�,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ksAGSeyDbHUOx40mvAptOT4
HKC缁煎悎濞变箰,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ktol1xiXg5sRu-cOdIKzYYA
TVB鏄熸渤,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8klU5dt5qiEcio-xcwLD5Ctc
TVB鍗冪Η缍撳吀鍙�,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8km_JaKqKiRMbDYYhu8tNvwE
TVB鏄庣彔鍙�,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kkACVsLQ_g6VXW-SD0zVp9g
Viutv 6,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kkjMJ3F7eYlCD_BjVP1F4nY
TVB18鍙�,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ktuWxTbvY9o5DvVtFOz6qlQ
HKC603,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ko6lu6rIumTB3is2FRR60hc
HKC603,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8khvSCjb9l4Y5bKo37a02nX0
HKC鐢靛奖,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8klEc1n6K1ry0auBLzW73N1U
Now鐖嗚胺鍙�,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kpmrYoAjbvBnz_6fDZxLuto
缇庝簹鐢靛奖,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kp0m60HFUg9zAtxeYrWnwZs
缇庝簹鐢靛奖,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kuIq5eWig0UYQrWwOd2gIRc
娓増缇庝簹鐢靛奖,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kgUluQiKVFw2dw70oiJqCmc
澶╂槧棰戦亾,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8knb-I3wYsLhVbG-M9Owvtqc
澶╂槧棰戦亾,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kuRuk-icy1sq-yY-p_UpprM
澶╂槧缁忓吀,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8krvTSa1IzmjMveHPwi-jEOE
鍗鐢靛奖鍙�,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kvrwPk-0RnZip5AZI_mur1U
鍗涓枃,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8khYeETawX6n0GcRlhsOkUoo
鍗瑗跨墖,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kvkK0P-ua84bJAweAFiR0wo
涓滄．鐢靛奖,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kgeDB8Pc2ipJUi2ry7_1h7c
涓滄．娲嬬墖,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ko84dRmQve_XvmaZZpEr0Tk
涓滄．鎴忓墽,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8khLTXpCsA0CqQY-mPeE568g
榫欏崕娲嬬墖,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kkkPowej-RC8uKCl5v03LP8
榫欑繑鏃朵唬,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kh1F0NK-oWmYQ6kl9zmTP_E
TVB路鏃犵嚎鏂伴椈,http://61.222.202.191/niu.php?id=73&p=0
TVB路鏃犵嚎鏂伴椈,http://61.222.202.191/niu.php?id=73&p=4
TVB路鏃犵嚎璐㈢粡,http://61.222.202.191/niu.php?id=79&p=1
TVB路鏃犵嚎璐㈢粡,http://61.222.202.191/niu.php?id=79&p=5
鍙拌,http://61.222.202.191/niu.php?id=45&p=1
鍗庤,http://61.222.202.191/niu.php?id=46&p=1
涓,http://61.222.202.191/niu.php?id=47&p=1
TVBS路鏂伴椈,http://61.222.202.191/niu.php?id=38&p=1
姘戣鏂伴椈,http://61.222.202.191/niu.php?id=5&p=0
瀵板畤鏂伴椈,http://61.222.202.191/niu.php?id=85&p=2
骞翠唬鏂伴椈,http://61.222.202.191/niu.php?id=7&p=0
涓夌珛鏂伴椈,http://61.222.202.191/niu.php?id=26&p=1
涓滄．鏂伴椈,http://61.222.202.191/niu.php?id=33&@61.222.202.191/niu.php?id=10&p=0
绾潵缁煎悎,http://61.222.202.191/niu.php?id=12&p=0
绾潵浣撹偛,http://61.222.202.191/niu.php?id=11&p=1
绾潵鐢靛奖,http://61.222.202.191/niu.php?id=9&p=0
濂借幈鍧炵數褰�,http://61.222.202.191/niu.php?id=54&p=0
缈＄繝鍙�,http://120.84.96.195:808/hls/25/index.m3u8
鏄庣彔鍙�,http://120.84.96.195:808/hls/26/index.m3u8
J2,http://120.84.96.195:808/hls/86/index.m3u8
閲戦┈褰遍櫌,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
鍗堝褰遍櫌,https://pull.kktv8.com/livekktv/99592190/playlist.m3u8
濂崇褰遍櫌,https://pull.kktv8.com/livekktv/99350550/playlist.m3u8
婢抽棬鑾茶姳,http://120.84.96.195:808/hls/24/index.m3u8
涓滄．鐢靛奖,http://120.84.96.195:808/hls/32/index.m3u8
涓滄．娲嬬墖,http://120.84.96.195:808/hls/33/index.m3u8
榫欑繑鐢靛奖,http://120.84.96.195:808/hls/35/index.m3u8
澶╂槧缁忓吀,http://120.84.96.195:808/hls/85/index.m3u8
鏄熺┖鍗,http://120.84.96.195:808/hls/79/index.m3u8
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
鍑ゅ嚢涓枃,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8
鍑ゅ嚢涓枃,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8
鍑ゅ嚢涓枃,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
鍑ゅ嚢涓枃,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
鍑ゅ嚢璧勮,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
鍑ゅ嚢璧勮,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8
鍑ゅ嚢璧勮,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
鍑ゅ嚢璧勮,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
鍑ゅ嚢璧勮,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
鍑ゅ嚢璧勮,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
鍑ゅ嚢鐢靛奖,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8
棣欐腐鍗,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
棣欐腐鍗,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
棣欐腐鍗鏂囨梾,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
TVB鏄熸渤,http://113.64.147.60:808/hls/135/index.m3u8
TVB鏄熸渤,http://113.64.147.65:808/hls/135/index.m3u8
TVB鏄熸渤,http://113.64.147.75:808/hls/135/index.m3u8
鏃犵嚎鏂伴椈,https://bcovlive-a.akamaihd.net/38974baa695d47bbb231665ca52b8b3c/us-west-2/5324042807001/95ea73e414b14b7ea6406050a5293f17/playlist_ssaiM.m3u8
Pearl,http://27.47.71.64:808/hls/37/index.m3u8
Pearl,http://27.47.71.84:808/hls/37/index.m3u8
鏃犵嚎鏂伴椈鍙�,http://kkmix2.f3322.net:771/hls/ch2/s.m3u8
Pearl,http://120.84.96.75:808/hls/26/index.m3u8
Pearl,http://120.84.96.76:808/hls/26/index.m3u8
J2,http://120.84.96.75:808/hls/86/index.m3u8
HTV3,https://livecdn.fptplay.net/sdb/htv3_hls.smil/chunklist_b2500000.m3u8
HTV4,https://livecdn.fptplay.net/sdb/htv4_hls.smil/chunklist_b2500000.m3u8
婢抽棬Macau,http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8
婢抽棬Macau,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
婢抽棬Macau,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
婢抽棬Macau,http://61.244.22.4/ch3/ch3.live/index.m3u8
婢抽棬Macau,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8
婢抽棬Macau,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
婢抽棬Macau,http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8
婢宠婢抽棬,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8
婢宠婢抽棬,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
婢宠婢抽棬,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
婢宠钁℃枃,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8
婢宠钁℃枃,http://103.233.191.133:1935/ch2/ch2.live/playlist.m3u8
婢宠钁℃枃,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
婢宠钁℃枃,http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8
婢宠钁℃枃,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
婢抽棬璧勮,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
婢抽棬璧勮,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
婢抽棬璧勮,http://61.244.22.4/ch5/info_ch5.live/chunklist_w1046558591.m3u8
婢抽棬缁艰壓,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
婢抽棬缁艰壓,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
婢抽棬缁艰壓,http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8
婢抽棬缁艰壓,http://61.244.22.4/ch6/_definst_/hd_ch6.live/playlist.m3u8
婢抽棬缁艰壓,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8
婢抽棬浣撹偛,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8
婢抽棬浣撹偛,http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8
婢抽棬浣撹偛,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
婢抽棬浣撹偛,http://61.244.22.4/ch4/sport_ch4.live/master.m3u8
TVBS鏂伴椈鍙�,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
TVBS鏂伴椈鍙�,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS鏂伴椈鍙�,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
姘戣鏂伴椈鍙�,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
姘戣鏂伴椈鍙�,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
鍙拌鏂伴椈,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
鍗涓枃鍙�,http://61.219.170.95:18522/hls/62/804/ch05.m3u8
鍗鐢靛奖鍙�,http://61.219.170.95:18529/hls/62/804/ch07.m3u8
鏄熷崼鐢靛奖鍙�,http://50.7.220.74:8278/xingwei_movie/playlist.m3u8?tid=MBAB2096754620967546&ct=18392&tsum=2c800c1f0b6cc98d2404608c294dcbc2
绾潵鎴忓墽,http://61.219.170.95:18557/http/192.168.1.9:8081/hls/69/811/ch33.m3u8
绾潵鎴忓墽,http://61.219.170.95:18557/hls/69/811/ch33.m3u8
涓滄．瓒呰,http://61.219.170.95:18555/hls/64/806/ch14.m3u8
骞翠唬MUCH,http://61.219.170.95:18558/hls/72/814/ch45.m3u8
涓ぉ濞变箰,http://61.219.170.95:18521/hls/67/809/ch26.m3u8
鍙拌,http://61.219.170.95:18543/hls/72/814/ch46.m3u8
澶х珛鐢佃,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
鍏ぇ缁煎悎鍙�,http://61.219.170.95:18517/hls/66/808/ch21.m3u8
鍏ぇ绗�1鍙�,http://61.219.170.95:18539/hls/66/808/ch22.m3u8
绾潵缁煎悎,http://61.219.170.95:18540/hls/68/810/ch32.m3u8
榫欏崕鎴忓墽,http://61.219.170.95:18507/hls/210/10010/cstv10.m3u8
榫欏崕鍋跺儚,http://61.219.170.95:18573/hls/210/10012/cstv12.m3u8
榫欏崕鐢靛奖,http://61.219.170.95:18574/hls/210/10014/cstv14.m3u8
姘戣,rtmp://59.124.75.150/sat/tv051
鍙拌,rtmp://59.124.75.150/sat/tv071
涓,rtmp://59.124.75.150/sat/tv091
鍗庤,rtmp://59.124.75.150/sat/tv111
姘戣,rtmp://219.80.97.25/sat/tv051
鍙拌,rtmp://219.80.97.25/sat/tv071
涓,rtmp://219.80.97.25/sat/tv091
姘戣,rtmp://59.124.75.138/sat/tv051
姘戣,rtmp://59.124.75.157/sat/tv051
鍙拌,rtmp://59.124.75.138/sat/tv071
鍙拌,rtmp://59.124.75.157/sat/tv071
涓,rtmp://59.124.75.138/sat/tv091
涓,rtmp://59.124.75.157/sat/tv091
鍗庤,rtmp://59.124.75.138/sat/tv111
鍗庤,rtmp://59.124.75.157/sat/tv111
TVBS鏂伴椈,rtmp://59.124.75.138/sat/tv551
TVBS鏂伴椈,rtmp://59.124.75.157/sat/tv551
TVBS娆箰,rtmp://59.124.75.138/sat/tv421
TVBS娆箰,rtmp://59.124.75.157/sat/tv421
涓滄．璐㈢粡鏂伴椈,rtmp://59.124.75.150/sat/tv571
涓滄．鏂伴椈,http://61.219.170.95:18512/.m3u8
涓ぉ鏂伴椈,http://61.219.170.95:18513/.m3u8
鍙拌,http://61.219.170.95:18543/.m3u8
TVBS鏂伴椈,rtmp://59.124.75.150/sat/tv551
TVBS娆箰,rtmp://59.124.75.150/sat/tv421
鍙拌鏂伴椈,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8 TVBS鏂拌仦,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
AXN,http://61.219.170.95:18548/.m3u8
涓ぉ濞变箰,http://61.219.170.95:18521/.m3u8
涓ぉ鏂伴椈,http://61.219.170.95:18513/.m3u8
娴欐睙鍗,http://61.219.170.95:18534/.m3u8
浜氭床鏃呮父,http://61.219.170.95:18568/.m3u8
鍗涓枃鍙�,http://61.219.170.95:18522/.m3u8
鍗鐢靛奖鍙�,http://61.219.170.95:18529/.m3u8
绾潵缁煎悎,http://61.219.170.95:18540/.m3u8
绾潵鑲蹭箰,http://61.219.170.95:18541/.m3u8
绾潵鎴忓墽,http://61.219.170.95:18557/.m3u8
绾潵鏃ユ湰,http://61.219.170.95:18524/.m3u8
鍙拌,http://61.219.170.95:18543/.m3u8
鍘﹂棬鍗,http://61.219.170.95:18531/.m3u8
浜洪棿鍗,,http://61.219.170.95:18561/.m3u8
骞翠唬MUCH,http://61.219.170.95:18558/.m3u8
姘戣鏂伴椈鍙�,http://61.219.170.95:18563/.m3u8
榫欏崕鍋跺儚,http://61.219.170.95:18573/.m3u8
榫欏崕鍗￠€�,http://61.219.170.95:18600/.m3u8
榫欏崕鐢靛奖,http://61.219.170.95:18574/.m3u8
姹熻嫃鍗,http://61.219.170.95:8547/.m3u8
瀵板畤鏂伴椈鍙�,http://61.219.170.95:18569/.m3u8
鍗庨緳鎴忓墽,http://61.219.170.95:18507/.m3u8
婀栧崡鍗,http://61.219.170.95:18536/.m3u8
娴峰场鍗,http://61.219.170.95:18533/.m3u8
鍥藉鍦扮悊TW,http://61.219.170.95:18501/.m3u8
鍑ゅ嚢璧勮,http://61.219.170.95:18565/.m3u8
鍑ゅ嚢涓枃,http://61.219.170.95:18566/.m3u8
闈炲嚒鍟嗕笟,http://61.219.170.95:18510/.m3u8
鐣柉鍙�,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
涓滄．YOYO,http://61.219.170.95:18508/.m3u8
涓滄．鏂伴椈,http://61.219.170.95:18512/.m3u8
涓滄．瓒呰,http://61.219.170.95:18555/.m3u8
涓滈鍗,http://61.219.170.95:18560/.m3u8
涓滄柟鍗,http://61.219.170.95:18535/.m3u8
澶х埍,http://61.219.170.95:18567/.m3u8
